candidate,party,district,predicted_votes_in_2023_elections,predicted_elected,election_result,votes_in_2023_elections,age,sex
Viinikainen Ilkka,SML,KES,131.93147,0,NOT_ELECTED,7,39,0
Mustonen Henry,SML,KES,131.93147,0,NOT_ELECTED,6,37,0
Tähtivaara Lasse,SML,KES,131.93147,0,NOT_ELECTED,4,41,0
Mustonen Esa-Pekka,SML,KES,129.82594,0,NOT_ELECTED,6,32,0
Hokkanen Timo,SML,KES,128.6884,0,NOT_ELECTED,22,44,0
Ylitalo Janne,SML,KES,125.394196,0,NOT_ELECTED,4,47,0
Kautto Christian,SML,KES,119.36923,0,NOT_ELECTED,15,25,0
Liimatainen Eemeli,SML,KES,119.36923,0,NOT_ELECTED,10,24,0
Tynjä Riitta,SKP,KES,350.80817,0,NOT_ELECTED,93,70,1
Kaikkonen Riikka,SKP,KES,289.24557,0,NOT_ELECTED,52,38,1
Tammela Tero,SKP,KES,122.99377,0,NOT_ELECTED,33,41,0
López Sánchez Miguel,SKP,KES,102.68715,0,NOT_ELECTED,62,64,0
Mäkinen Riitta,SDP,KES,8167.0635,1,ELECTED,9712,43,1
Rantanen Piritta,SDP,KES,4145.241,1,ELECTED,4753,43,1
Kokko Jani,SDP,KES,3278.2385,1,ELECTED,4890,35,0
Hämäläinen Jukka,SDP,KES,2497.5647,1,NOT_ELECTED,2269,56,0
Kautto-Koukka Leena,SDP,KES,1529.7612,1,ON_SUBSTITUTE_PLACE,3169,40,1
Ruotsalainen Seppo,SDP,KES,1358.3185,1,NOT_ELECTED,1336,60,0
Peltonen Tuula,SDP,KES,1289.1638,1,NOT_ELECTED,1196,60,1
Vepsäläinen Hilma,SDP,KES,1222.8473,1,NOT_ELECTED,2687,29,1
Tuominen Sami,SDP,KES,1198.1108,0,NOT_ELECTED,940,47,0
Hakonen Lassi,SDP,KES,974.1411,0,NOT_ELECTED,499,20,0
Hyötyläinen Juha,SDP,KES,942.48157,1,NOT_ELECTED,1087,45,0
Kytölehto Satu,SDP,KES,786.9171,1,NOT_ELECTED,1042,55,1
Kyläniemi Aira,SDP,KES,716.8297,0,NOT_ELECTED,338,54,1
Blom Jari,SDP,KES,661.5388,1,NOT_ELECTED,1038,63,0
Kanervisto Markku,RKP,KES,152.90607,0,NOT_ELECTED,182,68,0
Kotiaho Jouni,PS,KES,2691.023,1,NOT_ELECTED,3653,65,0
Garedew Kaisa,PS,KES,2184.016,1,ELECTED,5118,45,1
Parkkonen Joni,PS,KES,1853.2181,1,NOT_ELECTED,1564,43,0
Isomäki Kauko,PS,KES,1386.522,1,NOT_ELECTED,1392,71,0
Luoma-Aho Janne,PS,KES,1363.4012,1,ON_SUBSTITUTE_PLACE,3950,47,0
Tollola Harri,PS,KES,1339.5111,1,NOT_ELECTED,2205,47,0
Räisänen Heli,PS,KES,1176.4272,1,NOT_ELECTED,1519,40,1
Oksanen Harri,PS,KES,1163.3302,1,NOT_ELECTED,1000,62,0
Immonen Tomi,PS,KES,1036.332,1,ELECTED,5293,57,0
Kaistinen Saku,PS,KES,999.21185,1,NOT_ELECTED,1186,42,0
Härmälä Arttu,PS,KES,988.54346,0,NOT_ELECTED,345,29,0
Virtanen Petra,PS,KES,939.23987,0,NOT_ELECTED,662,49,1
Lehtonen Timo,PS,KES,843.1337,1,NOT_ELECTED,3031,60,0
Nieminen Satu,PS,KES,782.2475,1,NOT_ELECTED,442,52,1
Parkkinen Tapani,PIR,KES,129.35847,0,NOT_ELECTED,189,43,0
Merjonen Päivi,LIIK,KES,362.0932,0,NOT_ELECTED,357,45,1
Lahtinen Markus,LIIK,KES,241.78856,0,NOT_ELECTED,759,45,0
Hovila Timo,LIIK,KES,229.6197,0,NOT_ELECTED,184,45,0
Teräs Karri,LIIK,KES,180.59392,0,NOT_ELECTED,341,49,0
Kiuru Aleksi,LIIK,KES,171.63419,0,NOT_ELECTED,403,29,0
Lahtinen Juho,KRIP,KES,131.93147,0,NOT_ELECTED,219,38,0
Wallinheimo Sinuhe,KOK,KES,8045.8965,1,ELECTED,7478,51,0
Väyrynen Ville,KOK,KES,2302.4487,1,ELECTED,7169,47,0
Ahola Lotta,KOK,KES,1879.7126,1,ON_SUBSTITUTE_PLACE,1667,51,1
Isomöttönen Katja,KOK,KES,1376.4121,0,NOT_ELECTED,909,48,1
Simonen-Jokinen Terhi,KOK,KES,766.0345,1,NOT_ELECTED,831,46,1
Koikkalainen Emilia,KOK,KES,628.68085,1,NOT_ELECTED,1059,42,1
Lohi Santeri,KOK,KES,568.3511,0,NOT_ELECTED,598,28,0
Nurmi Anna,KOK,KES,557.5818,0,NOT_ELECTED,1271,42,1
Saraste Karoliina,KOK,KES,522.6544,1,NOT_ELECTED,1087,30,1
Laaksonen Petri,KOK,KES,522.05914,0,NOT_ELECTED,591,27,0
Nissinen Niilo,KOK,KES,501.5988,0,NOT_ELECTED,507,30,0
Vihelä Matti,KOK,KES,462.699,0,NOT_ELECTED,366,43,0
Hokkeri Severi,KOK,KES,368.49222,1,NOT_ELECTED,1168,38,0
Karmala Karla,KOK,KES,250.49388,0,NOT_ELECTED,225,21,1
Kalmari Anne,KESK,KES,6668.5215,1,ELECTED,6885,54,1
Könttä Joonas,KESK,KES,5343.734,1,ON_SUBSTITUTE_PLACE,5006,33,0
Honkonen Petri,KESK,KES,4732.758,1,ELECTED,6294,35,0
Suomala Sakari,KESK,KES,2346.8335,0,NOT_ELECTED,1204,57,0
Paloniemi Aila,KESK,KES,1806.2073,1,NOT_ELECTED,1967,67,1
Halttunen Jari,KESK,KES,1534.6285,1,NOT_ELECTED,1435,53,0
Ruth Katri,KESK,KES,1195.4496,0,NOT_ELECTED,770,48,1
Tammivuori Elina,KESK,KES,1068.9896,0,NOT_ELECTED,522,36,1
Lahtinen Merja,KESK,KES,1025.4058,0,NOT_ELECTED,468,53,1
Ylälehto Jani,KESK,KES,927.075,1,NOT_ELECTED,1087,49,0
Mattila Samuli,KESK,KES,908.5115,0,NOT_ELECTED,579,26,0
Nykänen Jouko,KESK,KES,795.8364,0,NOT_ELECTED,257,61,0
Murtomäki Elisa,KESK,KES,756.846,1,NOT_ELECTED,620,51,1
Lahtinen Veikko,KESK,KES,685.65,0,NOT_ELECTED,100,75,0
Puolimatka Tapio,KD,KES,3179.5781,1,NOT_ELECTED,2072,69,0
Muotka Petteri,KD,KES,776.4133,1,NOT_ELECTED,1390,41,0
Savolainen Teemu,KD,KES,613.0164,0,NOT_ELECTED,242,47,0
Paakkunainen Roosa,KD,KES,492.5074,0,NOT_ELECTED,389,31,1
Pihl Anne,KD,KES,360.8426,0,NOT_ELECTED,481,54,1
Pihlaja Santtu,KD,KES,341.89304,0,NOT_ELECTED,375,35,0
Kangasniemi Eveliina,KD,KES,319.5117,0,NOT_ELECTED,317,36,1
Suni Hannu,KD,KES,267.4317,1,NOT_ELECTED,567,67,0
Ruotsalainen Harry,KD,KES,261.7601,1,NOT_ELECTED,424,63,0
Koro Kati,KD,KES,260.9916,0,NOT_ELECTED,327,46,1
Turunen Mervi,KD,KES,259.68478,1,NOT_ELECTED,731,45,1
Käpyaho Juha,KD,KES,253.29596,0,NOT_ELECTED,178,46,0
Ilves Joona,KD,KES,248.95049,0,NOT_ELECTED,245,46,0
Riihuhta Nelli,KD,KES,212.60413,0,NOT_ELECTED,365,34,1
Väyrynen Mirka,VL,OUL,285.11014,0,NOT_ELECTED,682,41,1
Koukkari Heini,VL,OUL,239.48686,0,NOT_ELECTED,198,51,1
Kinnunen Tuomo,VL,OUL,194.6215,0,NOT_ELECTED,220,49,0
Ilola Valtteri,VL,OUL,181.69301,0,NOT_ELECTED,325,37,0
Nikkola Matti,VL,OUL,161.23483,0,NOT_ELECTED,95,43,0
Viitala Jukka,VL,OUL,146.87082,0,NOT_ELECTED,159,51,0
Kupari Pentti,VL,OUL,145.2349,0,NOT_ELECTED,253,50,0
Kylmänen Leena,VL,OUL,141.06078,0,NOT_ELECTED,164,53,1
Mehtätalo Elina,VL,OUL,116.60013,0,NOT_ELECTED,240,53,1
Ahola Jouni,VL,OUL,115.07242,1,NOT_ELECTED,384,51,0
Komulainen Martti,VL,OUL,112.92265,0,NOT_ELECTED,78,68,0
Ruuska Maria,VKK,OUL,163.41043,0,NOT_ELECTED,71,44,1
Soronen Elisabet,VKK,OUL,162.64964,0,NOT_ELECTED,79,31,1
Långström Sari,VKK,OUL,160.11624,0,NOT_ELECTED,44,48,1
Mäkiranta Tuukka,VKK,OUL,159.18849,0,NOT_ELECTED,171,38,0
Valtonen Hanna,VKK,OUL,149.2845,0,NOT_ELECTED,36,40,1
Hiltunen Marko,VKK,OUL,125.083855,0,NOT_ELECTED,238,46,0
Rautiola Raimo,VKK,OUL,95.50185,0,NOT_ELECTED,86,62,0
Mikkonen Aaro,VKK,OUL,84.98227,0,NOT_ELECTED,53,65,0
Pitko Jenni,VIHR,OUL,4865.8486,1,ELECTED,3699,36,1
Keränen Silja,VIHR,OUL,3847.3584,0,NOT_ELECTED,1799,39,1
Flöjt Mika,VIHR,OUL,3125.095,1,NOT_ELECTED,1511,48,0
Vikeväkorva Susa,VIHR,OUL,1447.0049,0,ON_SUBSTITUTE_PLACE,1855,30,1
Aalto Esa,VIHR,OUL,888.46045,0,NOT_ELECTED,377,40,0
Tapaninen Marjo,VIHR,OUL,718.6442,0,NOT_ELECTED,251,49,1
Sorvari Seppo,VIHR,OUL,702.88464,0,NOT_ELECTED,194,48,0
Immonen Miia,VIHR,OUL,657.2879,0,NOT_ELECTED,583,38,1
Lawson Hellu Latékoé,VIHR,OUL,656.8759,0,NOT_ELECTED,223,60,0
Hallikainen Taru,VIHR,OUL,502.61877,0,NOT_ELECTED,449,45,1
Kouti Sakari,VIHR,OUL,501.30554,0,NOT_ELECTED,155,61,0
Heiskanen Aki,VIHR,OUL,332.95694,0,NOT_ELECTED,266,54,0
Rämet Mika,VIHR,OUL,296.60565,0,NOT_ELECTED,765,52,0
Virtanen Teemu,VIHR,OUL,285.4115,0,NOT_ELECTED,135,30,0
Päkkilä Emma,VIHR,OUL,271.04492,0,NOT_ELECTED,474,26,1
Mustamo Aila,VIHR,OUL,251.18623,0,NOT_ELECTED,224,40,1
Kangas-Siira Monika,VIHR,OUL,247.97578,0,NOT_ELECTED,140,51,1
Romsi Esko,VIHR,OUL,234.00403,0,NOT_ELECTED,56,23,0
Sarkkinen Hanna,VAS,OUL,11856.393,1,ELECTED,6758,34,1
Kyllönen Merja,VAS,OUL,10067.231,1,ELECTED,5317,46,1
Hänninen Katja,VAS,OUL,3824.944,1,NOT_ELECTED,2197,43,1
Jussinniemi Jouni,VAS,OUL,2856.1377,1,NOT_ELECTED,1081,41,0
Jokelainen Jessi,VAS,OUL,2040.514,1,ON_SUBSTITUTE_PLACE,3891,26,1
Kohonen Olli,VAS,OUL,1646.3,0,NOT_ELECTED,933,42,0
Röntynen Suvi,VAS,OUL,1004.09216,0,NOT_ELECTED,231,41,1
Mustonen Juha-Matti,VAS,OUL,940.4667,1,NOT_ELECTED,278,40,0
Jyrkäs Taija,VAS,OUL,930.7659,0,NOT_ELECTED,428,35,1
Tourunen Carolyn,VAS,OUL,885.0476,0,NOT_ELECTED,207,36,1
Tihinen Antti,VAS,OUL,851.5452,0,NOT_ELECTED,137,37,0
Karjalainen Saara,VAS,OUL,775.491,0,NOT_ELECTED,1177,28,1
Niiranen Pasi,VAS,OUL,715.50555,0,NOT_ELECTED,168,39,0
Raudaskoski Mikko,VAS,OUL,694.2327,0,NOT_ELECTED,1071,67,0
Latvanlehto Jaakko,VAS,OUL,690.4663,0,NOT_ELECTED,255,42,0
Luonuansuu Matti,VAS,OUL,573.5861,0,NOT_ELECTED,266,40,0
Nybacka Silvo,VAS,OUL,524.20575,0,NOT_ELECTED,204,62,0
Kortelainen Juha,VAS,OUL,506.35828,0,NOT_ELECTED,103,65,0
Hautanen Tony,SKP,OUL,131.93147,0,NOT_ELECTED,24,33,0
Kettunen Jonas,SKP,OUL,123.21928,0,NOT_ELECTED,114,39,0
Dorochenko Sirpa,SKP,OUL,104.44988,0,NOT_ELECTED,30,58,1
Aalto Matti,SKP,OUL,77.74316,0,NOT_ELECTED,56,68,0
Hemmilä Aki,SKE,OUL,116.41064,0,NOT_ELECTED,39,43,0
Lindström Ari,SKE,OUL,97.77577,0,NOT_ELECTED,46,62,0
Tuppurainen Tytti,SDP,OUL,8986.568,1,ELECTED,12272,47,1
Heiskanen Miina-Anniina,SDP,OUL,2247.9658,1,ON_SUBSTITUTE_PLACE,2687,37,1
Kyllönen Tiina,SDP,OUL,1978.9872,0,NOT_ELECTED,2399,39,1
Hokkanen Inka,SDP,OUL,1478.3147,0,NOT_ELECTED,1071,36,1
Meriläinen Joni,SDP,OUL,1438.164,1,NOT_ELECTED,1405,37,0
Salmi Mikko,SDP,OUL,1131.0375,0,NOT_ELECTED,1368,47,0
Salmela Marko,SDP,OUL,975.4658,0,NOT_ELECTED,870,55,0
Kärkkäinen Mari,SDP,OUL,854.1288,0,NOT_ELECTED,1457,47,1
Haapaniemi Jarmo,SDP,OUL,845.65796,0,NOT_ELECTED,1135,59,0
Hiltunen Pia,SDP,OUL,763.993,1,ELECTED,3426,31,1
Kangasharju Marjo,SDP,OUL,629.1154,1,NOT_ELECTED,1629,50,1
Seppänen Riikka,SDP,OUL,583.30536,1,NOT_ELECTED,945,44,1
Laine Sanna,SDP,OUL,561.1174,0,NOT_ELECTED,1475,45,1
Oikarinen Markku,SDP,OUL,449.02756,0,NOT_ELECTED,905,68,0
Ala-Aho Tuula,SDP,OUL,365.12012,0,NOT_ELECTED,1159,60,1
Leinonen Eetu,SDP,OUL,303.49875,0,NOT_ELECTED,341,24,0
Heikkinen Pasi,SDP,OUL,260.34448,0,NOT_ELECTED,881,56,0
Löfbacka Juhani,SDP,OUL,239.54988,1,NOT_ELECTED,572,67,0
Nyman Tanja-Maria,RKP,OUL,229.92268,0,NOT_ELECTED,205,58,1
Sinervo Pekka,RKP,OUL,173.85875,0,NOT_ELECTED,145,57,0
Helanen Veronica,RKP,OUL,142.72375,0,NOT_ELECTED,92,22,1
Aho Jari,RKP,OUL,114.514496,0,NOT_ELECTED,54,52,0
Tynkkynen Sebastian,PS,OUL,12074.448,1,ELECTED,17378,34,0
Simula Jenna,PS,OUL,9904.38,1,ELECTED,9481,33,1
Immonen Olli,PS,OUL,8191.4365,1,NOT_ELECTED,2971,37,0
Vähämäki Ville,PS,OUL,5127.6177,1,ELECTED,4927,44,0
Hyvönen Saija,PS,OUL,2336.1594,1,NOT_ELECTED,3607,51,1
Aavakare Eila,PS,OUL,2001.4769,1,NOT_ELECTED,3048,70,1
Rasinkangas Merja,PS,OUL,1561.5317,1,ON_SUBSTITUTE_PLACE,4116,60,1
Richter Juha,PS,OUL,1378.4777,0,NOT_ELECTED,1580,38,0
Kokko Tero,PS,OUL,1317.966,0,NOT_ELECTED,878,46,0
Plaketti Anu,PS,OUL,1261.8542,1,NOT_ELECTED,1859,39,1
Mattila Anu,PS,OUL,1186.5793,1,NOT_ELECTED,2234,53,1
Korkiakoski Kimmo,PS,OUL,1111.0956,0,NOT_ELECTED,1449,51,0
Polvinen Mikko,PS,OUL,1016.83545,1,ELECTED,4291,44,0
Rinnekangas Matti,PS,OUL,928.284,1,NOT_ELECTED,1015,51,0
Kangas Antti,PS,OUL,824.4209,1,ELECTED,5566,36,0
Leppäharju Raija,PS,OUL,824.30914,0,NOT_ELECTED,592,69,1
Kemppainen Jukka,PS,OUL,812.3105,0,NOT_ELECTED,1293,59,0
Saarenpää Eetu,PS,OUL,733.25574,0,NOT_ELECTED,370,22,0
Backman Pasi,LIIK,OUL,699.7801,0,NOT_ELECTED,510,56,0
Arponen Jussi,LIIK,OUL,681.2929,0,NOT_ELECTED,785,40,0
Annala Eija,LIIK,OUL,536.3331,0,NOT_ELECTED,323,64,1
Åman Anu,LIIK,OUL,244.26701,0,NOT_ELECTED,198,45,1
Oinonen Ari,LIIK,OUL,171.36667,0,NOT_ELECTED,82,48,0
Säilynoja Niko,LIIK,OUL,165.3417,0,NOT_ELECTED,288,26,0
Lindholm Verneri,LIIK,OUL,145.35747,1,NOT_ELECTED,284,36,0
Paloniemi Laura,LIIK,OUL,143.15627,0,NOT_ELECTED,168,31,1
Leinonen Henri,LIIK,OUL,142.1144,0,NOT_ELECTED,34,43,0
Turunen Sirkka,LIIK,OUL,136.42618,0,NOT_ELECTED,41,65,1
Heikkinen Kaisu,LIIK,OUL,129.79158,0,NOT_ELECTED,80,56,1
Kivirinta Aki,LIBE,OUL,367.42688,0,NOT_ELECTED,266,43,0
Vuoti Ella,LIBE,OUL,203.46277,0,NOT_ELECTED,559,29,1
Karjalainen Petri,LIBE,OUL,156.2682,0,NOT_ELECTED,162,56,0
Koivumäki Erno,LIBE,OUL,148.5661,0,NOT_ELECTED,140,35,0
Rantala John,LIBE,OUL,129.82594,0,NOT_ELECTED,112,32,0
Torikka Tatu,LIBE,OUL,119.97622,0,NOT_ELECTED,50,43,0
Vapa Mikko,KRIP,OUL,180.67067,0,NOT_ELECTED,204,45,0
Huusko Anu,KRIP,OUL,160.11624,0,NOT_ELECTED,148,47,1
Kinnunen Juha,KRIP,OUL,135.55562,0,NOT_ELECTED,75,52,0
Oikarinen Anne,KRIP,OUL,134.10707,0,NOT_ELECTED,106,37,1
Heikkinen Janne,KRIP,OUL,129.82594,0,ELECTED,104,32,0
Heikkinen Janne,KRIP,OUL,129.82594,0,NOT_ELECTED,104,32,0
Talvitie Mari-Leena,KOK,OUL,6026.5,1,ELECTED,5573,42,1
Heikkinen Janne,KOK,OUL,5733.7173,1,ELECTED,6452,32,0
Heikkinen Janne,KOK,OUL,5733.7173,1,NOT_ELECTED,6452,32,0
Koho Paavo,KOK,OUL,3137.0818,1,ON_SUBSTITUTE_PLACE,2963,27,0
Hänninen Juha,KOK,OUL,2111.3516,1,ELECTED,5251,63,0
Korkeakoski Mikko,KOK,OUL,1924.4856,1,NOT_ELECTED,2882,34,0
Saastamoinen Jyri,KOK,OUL,1892.858,0,NOT_ELECTED,626,55,0
Nurro Sari,KOK,OUL,1233.979,0,NOT_ELECTED,889,51,1
Huotari Riikka,KOK,OUL,1015.1286,1,NOT_ELECTED,2053,46,1
Juntunen Hanne-Mari,KOK,OUL,832.8973,1,NOT_ELECTED,1915,29,1
Matinolli Maarit,KOK,OUL,796.0559,1,NOT_ELECTED,1518,41,1
Rovio Pauliina,KOK,OUL,718.66156,0,NOT_ELECTED,682,42,1
Suomalainen Tanja,KOK,OUL,711.8678,0,NOT_ELECTED,1303,41,1
Tahkola Valtter,KOK,OUL,495.80817,1,NOT_ELECTED,2283,24,0
Tamminen Jonna,KOK,OUL,482.67282,0,NOT_ELECTED,548,47,1
Peltola Matti,KOK,OUL,357.37186,0,NOT_ELECTED,252,60,0
Heikkinen Matti,KOK,OUL,310.5451,1,NOT_ELECTED,1668,40,0
Törmänen Tuomo,KOK,OUL,296.1335,0,NOT_ELECTED,454,37,0
Malinen Juha,KOK,OUL,261.60614,1,NOT_ELECTED,1916,64,0
Koivuperä Markku,KL,OUL,126.734856,0,NOT_ELECTED,28,58,0
Viinala Jarmo,KL,OUL,83.42593,0,NOT_ELECTED,44,66,0
Pirinen Jari,KL,OUL,83.42593,0,NOT_ELECTED,41,67,0
Mattila Hanna-Leena,KESK,OUL,5634.47,1,ELECTED,6405,54,1
Kettunen Tuomas,KESK,OUL,4684.424,1,ELECTED,7264,35,0
Kinnunen Mikko,KESK,OUL,4622.445,1,NOT_ELECTED,4428,55,0
Nikula Lauri,KESK,OUL,4341.5996,1,ON_SUBSTITUTE_PLACE,4788,39,0
Aittakumpu Pekka,KESK,OUL,4154.924,1,ELECTED,7240,41,0
Kisner Susanna,KESK,OUL,4038.745,1,NOT_ELECTED,3533,43,1
Hatva Teuvo,KESK,OUL,3173.4697,1,NOT_ELECTED,1711,54,0
Mehtälä Timo,KESK,OUL,3092.4192,1,ELECTED,5497,57,0
Oinas-Panuma Olga,KESK,OUL,2497.6667,1,ELECTED,5173,23,1
Ollikainen Antti,KESK,OUL,2396.5664,0,NOT_ELECTED,2523,42,0
Nivala Eija,KESK,OUL,2106.7734,1,NOT_ELECTED,4357,56,1
Ahlholm Jari,KESK,OUL,1936.4888,1,NOT_ELECTED,1929,55,0
Leskelä Eveliina,KESK,OUL,1782.5944,0,NOT_ELECTED,1915,26,1
Veteläinen Milla,KESK,OUL,1530.4391,1,NOT_ELECTED,1488,21,1
Hannula Marika,KESK,OUL,1468.1626,0,NOT_ELECTED,1650,45,1
Ojantakanen Liisa,KESK,OUL,1232.9354,0,NOT_ELECTED,1539,47,1
Mattila Pirkko,KESK,OUL,1183.929,0,NOT_ELECTED,1710,59,1
Heikkilä Matti,KESK,OUL,933.3496,1,NOT_ELECTED,2198,64,0
Kilpeläinen Sami,KD,OUL,2458.8274,1,NOT_ELECTED,2056,45,0
Heikkinen Matti,KD,OUL,1390.678,0,NOT_ELECTED,1666,51,0
Aalto Pirkka,KD,OUL,604.9961,0,NOT_ELECTED,286,53,0
Askeli Leena,KD,OUL,470.55017,0,NOT_ELECTED,608,58,1
Pelto Anna-Kaisa,KD,OUL,433.20126,0,NOT_ELECTED,576,47,1
Moilanen Veijo,KD,OUL,301.93878,0,NOT_ELECTED,298,70,0
Huusko Ritva,KD,OUL,261.45593,0,NOT_ELECTED,227,54,1
Kangas Miriam,KD,OUL,233.20552,0,NOT_ELECTED,72,39,1
Määttä Anneli,KD,OUL,186.29387,0,NOT_ELECTED,66,63,1
Hurskainen Merja,KD,OUL,160.3601,0,NOT_ELECTED,315,47,1
Kähkönen Jami,KD,OUL,145.35747,0,NOT_ELECTED,105,33,0
Männistö Sari,KD,OUL,135.36305,0,NOT_ELECTED,294,55,1
Tuomela Kari,KD,OUL,133.06717,0,NOT_ELECTED,191,68,0
Nieminen Ari-Pekka,KD,OUL,118.22525,0,NOT_ELECTED,212,60,0
Perander Jorma,KD,OUL,112.107346,0,NOT_ELECTED,234,75,0
Stauffer Krista,YL1,LAP,527.7377,0,NOT_ELECTED,176,45,1
Yritys Inkeri,YL1,LAP,409.3705,1,NOT_ELECTED,265,68,1
Friman Unto,YL1,LAP,221.82997,0,NOT_ELECTED,278,65,0
Pakisjärvi Jonna,YL1,LAP,170.54797,0,NOT_ELECTED,240,46,1
Juntikka Petri,YL1,LAP,136.35985,0,NOT_ELECTED,115,44,0
Mäkikyrö Jatta,YL1,LAP,134.10707,0,NOT_ELECTED,105,37,1
Kekonen Vesa,YL1,LAP,124.29182,0,NOT_ELECTED,42,45,0
Mykkänen Juhani,YL1,LAP,93.51925,0,NOT_ELECTED,10,63,0
Jankkila Tapio,VL,LAP,152.21692,0,NOT_ELECTED,236,59,0
Tranberg Heli,VL,LAP,151.32205,0,NOT_ELECTED,139,38,1
Laitila Minna,VL,LAP,124.958595,0,NOT_ELECTED,109,54,1
Impiö Tarja,VL,LAP,104.86498,0,NOT_ELECTED,209,61,1
Vapa Marko,VKK,LAP,162.7735,0,NOT_ELECTED,111,45,0
Tennilä Mervi,VKK,LAP,111.54388,0,NOT_ELECTED,46,54,1
Tennilä Juha,VKK,LAP,109.36828,1,NOT_ELECTED,26,54,0
Mariapori Liisa,VKK,LAP,94.13849,1,NOT_ELECTED,116,79,1
Veltheim Saana,VIHR,LAP,1126.5985,0,NOT_ELECTED,105,37,1
Keski-Panula Ella,VIHR,LAP,1025.0055,1,NOT_ELECTED,788,32,1
Tarvainen Laura,VIHR,LAP,941.0739,1,NOT_ELECTED,615,43,1
Huhmarniemi Maria,VIHR,LAP,923.8704,1,NOT_ELECTED,216,45,1
Huilaja Tiina,VIHR,LAP,610.5985,0,NOT_ELECTED,201,54,1
Juntunen Marianne,VIHR,LAP,501.9349,1,NOT_ELECTED,419,41,1
Miettinen Satu,VIHR,LAP,497.99057,0,NOT_ELECTED,165,50,1
Roos Anna,VIHR,LAP,434.60464,0,NOT_ELECTED,65,45,1
Lassila Ida,VIHR,LAP,324.8798,0,NOT_ELECTED,184,34,1
Maljamäki Petteri,VIHR,LAP,317.135,0,NOT_ELECTED,51,46,0
Alakulppi Sari Sanneli,VIHR,LAP,308.4756,0,NOT_ELECTED,146,54,1
Lätti Pyry,VIHR,LAP,269.42538,0,NOT_ELECTED,51,28,0
Wiens Varpu,VIHR,LAP,268.2293,1,NOT_ELECTED,286,57,1
Leinonen Petri,VIHR,LAP,226.88333,1,NOT_ELECTED,94,61,0
Keränen Toni,VAS,LAP,1440.5912,1,NOT_ELECTED,884,47,0
Puuronen Vesa,VAS,LAP,1231.5798,0,NOT_ELECTED,539,66,0
Koivulehto Mikko,VAS,LAP,1224.6602,0,NOT_ELECTED,713,44,0
Kilpeläinen-Tuoma Piia,VAS,LAP,989.7221,1,NOT_ELECTED,2128,40,1
Mustafi Albana,VAS,LAP,859.9127,1,NOT_ELECTED,1384,38,1
Ramberg Henri,VAS,LAP,833.85297,0,NOT_ELECTED,274,36,0
Ikonen Mari,VAS,LAP,783.851,1,NOT_ELECTED,728,30,1
Outila Tiina,VAS,LAP,778.4349,1,NOT_ELECTED,707,38,1
Parviainen Jonna,VAS,LAP,657.2506,1,NOT_ELECTED,648,39,1
Honkanen Pekka,VAS,LAP,495.19595,0,NOT_ELECTED,242,71,0
Kotilaine Jarkko,VAS,LAP,403.2197,0,NOT_ELECTED,724,48,0
Nevalainen Aki,VAS,LAP,400.90112,1,NOT_ELECTED,195,64,0
Mustakallio Lalli,VAS,LAP,370.9355,0,NOT_ELECTED,279,33,0
Hiltunen Juhani,VAS,LAP,318.65497,1,NOT_ELECTED,286,63,0
Ilves Jani,SKP,LAP,125.394196,0,NOT_ELECTED,17,45,0
Alajas Päivi,SKP,LAP,115.266426,0,NOT_ELECTED,20,32,1
Etto Joona,SKP,LAP,114.19755,0,NOT_ELECTED,17,32,0
Siirilä Tapio,SKP,LAP,102.524765,0,NOT_ELECTED,82,77,0
Kulppi-Vartiainen Marja-Leena,SKP,LAP,94.13849,1,NOT_ELECTED,21,72,1
Fali Mauri,SKP,LAP,91.962906,0,NOT_ELECTED,15,66,0
Ojala-Niemelä Johanna,SDP,LAP,6316.337,1,ELECTED,7110,48,1
Näkkäläjärvi Mikkel,SDP,LAP,6064.962,1,ON_SUBSTITUTE_PLACE,3853,32,0
Kajula Eemeli,SDP,LAP,1648.337,1,NOT_ELECTED,947,26,0
Mällinen Maria-Riitta,SDP,LAP,1630.212,1,NOT_ELECTED,832,36,1
Tiitinen Pekka,SDP,LAP,1431.1957,1,NOT_ELECTED,1831,50,0
Rämö Outi,SDP,LAP,608.3585,1,NOT_ELECTED,820,61,1
Säynäjäkangas Mikael,SDP,LAP,528.1203,0,NOT_ELECTED,104,49,0
Honkonen Satu,SDP,LAP,513.64087,1,NOT_ELECTED,199,45,1
Aikio Ara,SDP,LAP,507.0401,0,NOT_ELECTED,163,44,0
Järvelä Viivi,SDP,LAP,446.57446,1,NOT_ELECTED,977,28,1
Pernu Tytti,SDP,LAP,425.92792,1,NOT_ELECTED,386,51,1
Paldán Jari,SDP,LAP,389.80713,0,NOT_ELECTED,123,47,0
Honkanen Sari,SDP,LAP,374.91156,0,NOT_ELECTED,178,54,1
Hettula Arto,SDP,LAP,352.7123,0,NOT_ELECTED,162,56,0
Länsman Vesa,RKP,LAP,133.06566,1,NOT_ELECTED,297,48,0
Seppänen Sara,PS,LAP,5705.8325,1,ELECTED,11153,40,1
Juuso Kaisa,PS,LAP,4847.6377,1,ELECTED,6078,62,1
Kelloniemi Juhana,PS,LAP,1406.8705,1,NOT_ELECTED,1096,47,0
Mikkola Juha-Pekka,PS,LAP,1233.6028,1,NOT_ELECTED,547,43,0
Henttunen Matti,PS,LAP,1229.32,1,NOT_ELECTED,1187,60,0
